presence time,pixels scrolled,clicks,title,header,paragraph contents
50.51,78,184,Assignment 2,About Me,"['My name is Elijah Larios. In my free time, I usually listen to music (usually r&b or electronic) or play video games.', 'Clash of Clans is my main mobile game.', 'I drive a honda 🤓. Not this one though, I just found this image on google']"
